Group Name,Block Name
MovUnit,LGBMovUnit2Pos2W2S-MoviFitFCPN-Config
MovUnit,LGBMovUnit4Pos-MoviProPN-Config
MovUnit,LGBMovUnit2Pos1W1S2Det-C-Config
MovUnit,LGBMovUnit2Pos2W1S2Det-C-Config
MovUnit,LGBMovUnit2Pos2W1S4Det-MoviFitFCPN-Config
MovUnit,LGBMovUnit2Pos2W1S4Det-C-Config
Transport,LGBRoller2W2S-MoviFitFCPN-Config
Transport,LGBRoller2W2S-MDXPN-6PD-DFS22B-Config
Transport,LGBLineConvBrake-MDXPN-DFS22B-Config
Transport,LGBChain2W1S-MoviFitFCPN-Config
Transport,LGBHoist2Pos2S-FC302PN-Config
Transport,LGBHoist2Pos2S-C-Config
Transport,LGBLiftTable2Pos1S3Det-MoviFitFCPN-Config
Transport,LGBRoller2W2S-MoviFitFCPN-S12B-Config
Transport,LGBLiftTable3Pos1S4Det-MoviFitFCPN-Config
Transport,LGBChain2W1S-C-Config
Transport,LGBExtCross2W2S-MoviFitFCPN-Config
Transport,LGBExtRol2W1S-C-Config
Transport,LGBExtRol2W2S-MoviFitFCPN-Config
Transport,LGBRoller1W1S-C-Config
Transport,LGBRoller2W1S-C-Config
Transport,LGBRoller2W2S-C-Config
Transport,LGBRoller2W2S-MDXPN-3PD-DFS22B-Config
Transport,LGBLineConv-MDXPN-Config
Transport,LGBRoller2W2S-MDXPN-3PD-Config
Transport,LGBRoller2W2S-MDXPN-6PD-Config
Transport,LGBLineConvBrake-MDXPN-Config
Transport,LGBLiftTable2Pos1S3Det-C-Config
Transport,LGBLiftTable3Pos1S4Det-C-Config
Transport,LGBRoller1W2S-C-Config
Transport,LGBLineConv-MDXPN-DFS22B-Config
Transport,LGBChain2W1S-FC302PN-Config
Transport,LGBExtRol1W1S-C-Config
Transport,LGBRollerMagCpl1W1S-C-Config
Transport,LGBLineConv-FC302PN-Config
Transport,LGBLiftTableEcc2Pos1S2Det-C-Config
Transport,LGBHoist5Pos-MoviProPN-Config
Transport,LGBShuttle5Pos2S-MoviFitFCPN-Config
Transport,LGBTurnTable2W2S-MoviFitFCPN-Config
Transport,LGBRollerMagCpl1W2S-C-Config
Transport,LGBRoller2W2S-FC302PN-Config
Tooling,LGBBuhlLock-Config
DataHandling,LGBShiftRegLine-Config
Data,LGBRdWrRecipe
Data,LGBValveStatusSub
Data,LGBValveStatus
Data,LGBRdWrPipe
Function,LGBCalcRampMoviFit
Function,LGBCalcRampMoviDrive
Function,LGBCalcOvertimeMoviPro
Function,LGBCalcOvertimeMoviFit
FB DataHandling,LGBShiftRegLine
FB DataHandling,LGBShiftRegConv
FB DataHandling,LGBRdWrData
FB DataHandling,LGBCheckPipes
FB DataHandling,LGBShiftRegConvTM
VIDS,LGBVIDSChangeVEMData
Sub,LGBShiftRegLineSub
FB Function,LGBHMIResetStartNoSafety
FB Function,LGBHMILed
FB Function,LGBStackLight
FB Function,LGBProdInfo
FB Function,LGBColourGroup
FB Function,LGBDiagDet
FB Function,LGBSoftDet
FB Function,LGBPassage
FB Function,LGBUps-PhoenixContact
FB MovUnit,LGBMovUnit2Pos2W2S-MoviFitFCPN
FB MovUnit,LGBMovUnit2Pos1W1S2Det-C
FB MovUnit,LGBMovUnit2Pos2W1S2Det-C
FB MovUnit,LGBMovUnit2Pos2W1S4Det-C
FB MovUnit,LGBMovUnit4Pos-MoviProPN
FB MovUnit,LGBMovUnit2Pos2W1S4Det-MoviFitFCPN
FB Safety,LGBGateLock-MGB-Maint
FB Safety,LGBLightCurtain
FB Safety,LGBDeathmansSwitch
FB Safety,LGBGateMaint
FB Tooling,LGBAlbanyRollerDoorIO
FB Tooling,LGBBuhlLock
FB Tooling,LGBSickDL100
FB Tooling,LGBRollerDoorIO
FB Transport,LGBTrfIn
FB Transport,LGBTrfOut
FB Transport,LGBChainTrfIn
FB Transport,LGBRoller2W2S-MDXPN-6PD-DFS22B
FB Transport,LGBRoller2W2S-MoviFitFCPN
FB Transport,LGBChain2W1S-MoviFitFCPN
FB Transport,LGBChain2W1S-FC302PN
FB Transport,LGBHoist2Pos2S-FC302PN
FB Transport,LGBRoller2W2S-C
FB Transport,LGBHoist2Pos2S-C
FB Transport,LGBLiftTable2Pos1S3Det-MoviFitFCPN
FB Transport,LGBRoller2W2S-MoviFitFCPN-S12B
FB Transport,LGBLiftTable3Pos1S4Det-MoviFitFCPN
FB Transport,LGBChain2W1S-C
FB Transport,LGBExtCross2W2S-MoviFitFCPN
FB Transport,LGBExtRol2W1S-C
FB Transport,LGBExtRol2W2S-MoviFitFCPN
FB Transport,LGBRoller1W1S-C
FB Transport,LGBRoller2W1S-C
FB Transport,LGBRoller2W2S-MDXPN-3PD-DFS22B
FB Transport,LGBRoller2W2S-MDXPN-3PD
FB Transport,LGBLineConvBrake-MDXPN
FB Transport,LGBRoller2W2S-MDXPN-6PD
FB Transport,LGBLineConv-MDXPN
FB Transport,LGBRoller1W2S-C
FB Transport,LGBLiftTable2Pos1S3Det-C
FB Transport,LGBLiftTable3Pos1S4Det-C
FB Transport,LGBLineConv-MDXPN-DFS22B
FB Transport,LGBExtRol1W1S-C
FB Transport,LGBRollerMagCpl1W1S-C
FB Transport,LGBLineConv-FC302PN
FB Transport,LGBLiftTableEcc2Pos1S2Det-C
FB Transport,LGBHoist5Pos-MoviProPN
FB Transport,LGBShuttle5Pos2S-MoviFitFCPN
FB Transport,LGBTurnTable2W2S-MoviFitFCPN
FB Transport,LGBTrfOutRel
FB Transport,LGBRollerMagCpl1W2S-C
FB Transport,LGBRoller2W2S-FC302PN
FB Transport,LGBLineConvBrake-MDXPN-DFS22B
FB Supervision,LGBCRClockStartStop
FB Supervision,LGBCRComm
FB DataHandling,LCycleMonitoring
VIDS,LVIDSMaster
VIDS,LVIDSRFID
VIDS,LVIDSTrack
VIDS,LVIDSQualityRequest
VIDS,LVIDSDeCouple
FB Function,LAndonReqVCG
Function,LAndonConfigVCG
FC DataHandling,LSubZoneStatus
209220ZS01,209220ZS01
209220ZS01,209220ZS01AEAK
209220ZS01,209220ZS01Passiv
209220ZS01,209220ZS01PNIODiag
209220ZS01,209220ZS01AS
209220ZS01,209220ZS01Safety
209220ZM01,209220ZM01
209220ZM01,209220ZMS011Modes
209220ZM01,209220ZMS012Modes
209220ZM01,209220ZMS013Modes
209220ZM01,209220ZM01Config
209220ZM01,209220ZM01DataHandling
209220ZM01,209220ZM01Orders
209220ZM01,209220ZM01Andon
Sequences,209220NCB01TagSequence
Sequences,209220NCB02TagSequence
Sequences,209220NCB01TagSeq
Sequences,209220NCB02TagSeq
209210ZS01,209210ZS01
209210ZS01,209210ZS01AEAK
209210ZS01,209210ZS01Passiv
209210ZS01,209210ZS01PNIODiag
209210ZS01,209210ZS01Safety
209210ZS01,209210ZS01AS
209210ZM01,209210ZM01
209210ZM01,209210ZMS011Modes
209210ZM01,209210ZMS012Modes
209210ZM01,209210ZMS013Modes
209210ZM01,209210ZM01Config
209210ZM01,209210ZM01DataHandling
209210ZM01,209210ZM01Andon
209210ZM01,209210ZM01Orders
Sequences,209210NCB01TagSequence
Sequences,209210NCB02TagSequence
Sequences,209210NCB01TagSeq
Sequences,209210NCB02TagSeq
209230ZS01,209230ZS01
209230ZS01,209230ZS01AEAK
209230ZS01,209230ZS01Passiv
209230ZS01,209230ZS01PNIODiag
209230ZS01,209230ZS01Safety
209230ZS01,209230ZS01AS
209230ZM01,209230ZM01Modes
209230ZM01,209230ZM01Config
209230ZM01,209230ZM01DataHandling
209230ZM01,209230ZM01
209230ZM01,209230ZM01Orders
Sequences,209230NCB01TagSequence
Sequences,209230NCB01TagSeq
PLC General,209000NCP01PNIODiagList
PLC General,DiagPLCOverview
PLC General,209000NCP01Passiv
PLC General,209000NCP01PNIODiag
PLC General,209000NCP01Safety
PLC General,209000NCP01ComVD
PLC General,209000NCP01Alarm
PLC General,209000NCP01ComSafety
PLC General,209000NCP01Config
PLC General,PNComPLC308
PLC General,209000NCP01AS
PLC General,DPComPLC212
Cabinets,209000NCP01AK
Cabinets,209000NCP01AE
Enable Alarms,209000NCP01EnableAlarms
