plc,Table,Tag,LogAddr,Address,comment,DataType,IO
P209000AE01-JC5,ET200SP Inputs,209210AS10SH6,%I200.6,200.6,209210AS10 Lampentest,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M1SH5,%I201.6,201.6,209210AS10 Pushbutton 210CR21 Roller on production speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E3FV1,%I0.2,0.2,Surge protection 24VDC AE01 OK,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX108_1,%I452.0,452.0,209210ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS5,%I11.5,11.5,Overload protection Cooling AE01-02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP26SH01,%I720.5,720.5,209220CWP26 Andon call Station 06,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM1,%I12.1,12.1,Overload protection 24VDC EG1 AE01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SH102,%I800.3,800.3,209230AS10 Reset Sequence,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SH101,%I800.4,800.4,209230AS10 Forced Manual,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04E2FS2,%I70.1,70.1,Overload protection Brake 209220CS22,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SX1_1,%I800.7,800.7,209230AS10 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M4SH1,%I801.0,801.0,209230AS10 Pushbutton 230CA21 Buffer Conveyor to Set direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH1,%I200.0,200.0,209210AS10 Selector Switch Auto/Manual 209210ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH122,%I202.3,202.3,209210AS10 Reset Sequence 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH101,%I200.4,200.4,209210AS10 Forced Manual 209210ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4SG42,%I351.3,351.3,209210CS22 Loose chain control,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4SG9,%I351.0,351.0,209210CS22 Stop Forward,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4SG41,%I351.2,351.2,209210CS22 Open door control Right,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I202.7,%I202.7,202.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR23M1SG9,%I351.7,351.7,"209210CR23 Stop forward ""SET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX103_1,%I751.3,751.3,209220ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR23M1SG1,%I351.4,351.4,"209210CR23 Stop backwards ""RESET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX104_1,%I751.4,751.4,209220ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I502.7,%I502.7,502.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX107_1,%I751.7,751.7,209220ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX108_1,%I752.0,752.0,209220ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I450.7,%I450.7,450.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I650.7,%I650.7,650.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220NCB01JW242,%I558.0,558.0,Feedback RFID reader Infeed roller,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.1,%I558.1,558.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SH2,%I800.1,800.1,209230AS10 Stop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M14SH1,%I801.2,801.2,209230AS10 Pushbutton 230CHB21 Holdback Up,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03E2SG1,%I13.6,13.6,Cabinet door AK03 Closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX103_1,%I451.3,451.3,209210ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4SG42,%I651.3,651.3,209220CS22 Loose chain control,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.4,%I558.4,558.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX100_1,%I451.0,451.0,209210ASH01 Pushbutton handheld Select CS22 Maindrive,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.5,%I558.5,558.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I800.5,%I800.5,800.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX105_1,%I803.5,803.5,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03E1QM130,%I40.4,40.4,Overload protection Brake Resistor 209210CR21,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX112_1,%I804.4,804.4,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I40.6,%I40.6,40.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I602.7,%I602.7,602.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4SG40,%I351.1,351.1,209210CS22 Open door control Left,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.7,%I358.7,358.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03F9QC1FB,%I41.0,41.0,Feedback Contactor Brake 209210CR21 QC1,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS30SH2,%I850.0,850.0,209230AS30 Stop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M4SH1,%I202.5,202.5,209210AS10 Pushbutton 210CS22 Belt to Set direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03F9QC2FB,%I41.1,41.1,Feedback Contactor Brake 209210CR21 QC2,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I400.7,%I400.7,400.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I250.2,%I250.2,250.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR21M1QH1,%I550.0,550.0,209220CR21 Maintenance switch motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4QH2,%I550.1,550.1,209220CS22 Maintenance switch brake motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX101_1,%I751.1,751.1,209220ASH01 Pushbutton handheld Select CS22 BrakeDrive,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX110_1,%I752.2,752.2,209220ASH01 Pushbutton handheld - Speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR23M1QH1,%I650.1,650.1,209220CR23 Maintenance switch motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M4SH1,%I502.5,502.5,209220AS10 Pushbutton 220CS22 Belt to Set direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP24SH01,%I420.3,420.3,209210CWP24 Andon call Station 04,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS20SX23_1,%I750.5,750.5,209220AS20 Leegloop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS40SX1_1,%I550.4,550.4,209220AS40 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP21SH01,%I420.0,420.0,209210CWP21 Andon call Station 01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I550.5,%I550.5,550.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I300.5,%I300.5,300.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX105_1,%I751.5,751.5,209220ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.4,%I258.4,258.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I650.2,%I650.2,650.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I650.5,%I650.5,650.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP25SH01,%I420.4,420.4,209210CWP25 Andon call Station 05,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH101,%I600.4,600.4,209220AS11 Forced Manual 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M14SH3,%I801.4,801.4,209230AS10 Pushbutton 230CHB22 Holdback Up,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M4SH2,%I301.1,301.1,209210AS11 Pushbutton 210CS22 Belt to Reset Direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M14SH4,%I801.5,801.5,209230AS10 Pushbutton 230CHB22 Holdback Down,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M1SH4,%I301.6,301.6,209210AS11 Pushbutton 210CR23 Roller to Set direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M1SH2,%I601.4,601.4,209220AS11 Pushbutton 220CR23 Roller to Set direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.4,%I802.4,802.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SX1_1,%I600.7,600.7,209220AS11 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX106_1,%I451.6,451.6,209210ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SX1_1,%I500.7,500.7,209220AS10 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH21,%I602.0,602.0,209220AS11 Selector Switch Auto/Manual 209220ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX100_1,%I803.0,803.0,209230ASH01 Pushbutton handheld Select CA21,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP15SH01,%I700.4,700.4,209220CWP15 Andon call Station 05,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH22,%I602.1,602.1,209220AS11 Stop 209220ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS30SX2_1,%I850.2,850.2,209230AS30 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I602.5,%I602.5,602.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I250.5,%I250.5,250.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4SG2,%I251.5,251.5,209210CS22 Minimum Distance,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.5,%I358.5,358.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS40SX1_1,%I250.4,250.4,209210AS40 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I251.1,%I251.1,251.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.4,%I358.4,358.4,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04F9QC5FB,%I71.4,71.4,Feedback Contactor Brake 209220CR23 QC5,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.1,%I258.1,258.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.6,%I258.6,258.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I420.6,%I420.6,420.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH102,%I300.3,300.3,209210AS11 Reset Sequence 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX107_1,%I451.7,451.7,209210ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SX2_1,%I300.2,300.2,209210AS11 Start 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS20SX1_1,%I450.2,450.2,209210AS20 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I601.2,%I601.2,601.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX102_1,%I803.2,803.2,209230ASH01 Pushbutton handheld Select CHB22,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I1.5,%I1.5,1.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I600.5,%I600.5,600.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I350.5,%I350.5,350.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11M1SH4,%I601.6,601.6,209220AS11 Pushbutton 220CR23 Roller to Set direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I500.5,%I500.5,500.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I10.7,%I10.7,10.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M1SH1,%I501.2,501.2,209220AS10 Pushbutton 220CR21 Roller to Set direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01SX2_1,%I10.1,10.1,209000AK01 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP23SH01,%I720.2,720.2,209220CWP23 Andon call Station 03,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I10.6,%I10.6,10.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK03F9QC5FB,%I41.4,41.4,Feedback Contactor Brake 209210CR23 QC5,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS6,%I11.6,11.6,Overload protection Socket 209000AS01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10M1SH3,%I501.4,501.4,209220AS10 Pushbutton 220CR21 Roller to Set direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS3,%I11.3,11.3,Overload protection Socket + Light AK01-04,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I858.6,%I858.6,858.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E2FS2,%I11.2,11.2,Overload protection 230V power monitor AK01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I251.3,%I251.3,251.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I251.2,%I251.2,251.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH21,%I502.0,502.0,209220AS10 Selector Switch Auto/Manual 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CWP13SH01,%I400.2,400.2,209210CWP13 Andon call Station 03,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS01SX2_1,%I100.2,100.2,209000AS01 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M1SH3,%I301.5,301.5,209210AS11 Pushbutton 210CR23 Roller to Reset direction High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I100.6,%I100.6,100.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS01SH101,%I100.5,100.5,209000AS01 Forced Manual,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX105_1,%I451.5,451.5,209210ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I0.7,%I0.7,0.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E3EG1,%I0.1,0.1,Power suply 24VDC AE01 OK,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH22,%I302.1,302.1,209210AS11 Stop 209210ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I0.6,%I0.6,0.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR23M1SG1,%I651.4,651.4,"209220CR23 Stop backwards ""RESET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AS02SX1_1,%I130.1,130.1,209000AS02 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210ASH01SX112_1,%I452.4,452.4,209210ASH01 Pushbutton handheld + Speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E2SG1,%I1.3,1.3,Cabinet door AE01 closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01EL1,%I1.2,1.2,Fault contact heat exchanger AE01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH1,%I500.0,500.0,209220AS10 Selector Switch Auto/Manual 209220ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS20SX2_1,%I750.1,750.1,209220AS20 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04E2FS3,%I70.2,70.2,Overload protection Brake 209220CR23,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK02E3EG2,%I10.4,10.4,Power supply 24VDC AK02 OK,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM10,%I12.5,12.5,Overload protection MoviDrive chain Mode Zone 210,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I850.5,%I850.5,850.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I70.6,%I70.6,70.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04E1QM143,%I70.5,70.5,Overload protection Brake Resistor 209220CR23,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M14SH2,%I801.3,801.3,209230AS10 Pushbutton 230CHB21 Holdback Down,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK04F9QC2FB,%I71.1,71.1,Feedback Contactor Brake 209220CR21 QC2,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M14SH1,%I201.0,201.0,209210AS10 Pushbutton 210CHB21 Holdback Up,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I350.2,%I350.2,350.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I250.3,%I250.3,250.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.3,%I358.3,358.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I350.6,%I350.6,350.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210NCB02JW241,%I358.0,358.0,Feedback RFID reader Outfeed roller,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX111_1,%I752.3,752.3,209220ASH01 Pushbutton handheld Reset Fault,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX112_1,%I752.4,752.4,209220ASH01 Pushbutton handheld + Speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH22,%I502.1,502.1,209220AS10 Stop 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01_Status,%I752.7,752.7,209220ASH01 Handheld connected,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M1SH1,%I801.6,801.6,209230AS10 Pushbutton 230CR22 Roller to Set direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH1,%I600.0,600.0,209220AS11 Selector Switch Auto/Manual 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH2,%I600.1,600.1,209220AS11 Stop 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10M4SH2,%I801.1,801.1,209230AS10 Pushbutton 230CA21 Buffer Conveyor to Reset direction,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH102,%I200.3,200.3,209210AS10 Reset Sequence 209210ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SX1_1,%I200.7,200.7,209210AS10 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR23M1SG2,%I351.5,351.5,209210CR23 Start High speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS20SX22_1,%I750.4,750.4,209220AS20 Start Productie,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CS22M4QH2,%I250.1,250.1,209210CS22 Maintenance switch brake motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I250.6,%I250.6,250.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I358.1,%I358.1,358.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I752.6,%I752.6,752.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM4,%I12.2,12.2,Overload protection 24VDC EG2 AK02,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I420.7,%I420.7,420.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CR21M1SG8V,%I551.0,551.0,"209220CR21 Stop High speed forward ""SET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,I551.1,%I551.1,551.1,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX109_1,%I752.1,752.1,209220ASH01 Pushbutton handheld Set,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM12,%I12.7,12.7,Overload protection MoviFit chain Mode Zone 220,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230AS10SX2_1,%I800.2,800.2,209230AS10 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM6,%I12.4,12.4,Overload protection cooling unit AK03,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01E1QM11,%I12.6,12.6,Overload protection MoviFit chain Mode Zone 210,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4SG40,%I651.1,651.1,209220CS22 Open door control Left,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SX2_1,%I600.2,600.2,209220AS11 Start 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4SG1,%I551.4,551.4,209220CS22 Release Transfer In,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.3,%I558.3,558.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4SG2,%I551.5,551.5,209220CS22 Minimum Distance,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX113_1,%I752.5,752.5,209220ASH01 Pushbutton handheld Reset,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH6,%I600.6,600.6,209220AS11 Lampentest,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I558.7,%I558.7,558.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS11SH121,%I602.4,602.4,209220AS11 Forced Manual 209220ZMS013,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX104_1,%I803.4,803.4,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M14SH2,%I201.1,201.1,209210AS10 Pushbutton 210CHB21 Holdback Down,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH2,%I200.1,200.1,209210AS10 Stop 209210ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I850.6,%I850.6,850.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10M1SH4,%I201.5,201.5,209210AS10 Pushbutton 210CR21 Roller to Reset direction Low speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH21,%I202.0,202.0,209210AS10 Selector Switch Auto/Manual 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SX22_1,%I202.2,202.2,209210AS10 Start 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I200.5,%I200.5,200.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220ASH01SX102_1,%I751.2,751.2,209220ASH01 Pushbutton handheld Select CS22 Main+BrakeDrive,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS10SH121,%I202.4,202.4,209210AS10 Forced Manual 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I551.2,%I551.2,551.2,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH121,%I502.4,502.4,209220AS10 Forced Manual 209220ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I550.3,%I550.3,550.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.5,%I258.5,258.5,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I551.6,%I551.6,551.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I550.7,%I550.7,550.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SX1_1,%I300.7,300.7,209210AS11 Reset Alarm,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH2,%I300.1,300.1,209210AS11 Stop 209210ZMS012,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11SH6,%I300.6,300.6,209210AS11 Lampentest,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS11M1SH1,%I301.3,301.3,209210AS11 Pushbutton 210CR23 Roller on production speed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX106_1,%I803.6,803.6,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX110_1,%I804.2,804.2,209230ASH01 Pushbutton handheld Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK02E3FV2,%I10.5,10.5,Surge protection 24VDC AK02 OK,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX111_1,%I804.3,804.3,209230ASH01 Pushbutton handheld Reset Fault,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01_Status,%I804.7,804.7,209230ASH01 Handheld connected,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I251.7,%I251.7,251.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210CR23M1SG8V,%I351.6,351.6,"209210CR23 Stop High speed forward ""SET""",Bool,Input
P209000AE01-JC5,ET200SP Inputs,I251.6,%I251.6,251.6,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I258.3,%I258.3,258.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS20SX2_1,%I450.1,450.1,209210AS20 Start,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CS22M4QH1,%I650.0,650.0,209220CS22 Maintenance switch main motor,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209210AS20SX23_1,%I450.5,450.5,209210AS20 Leegloop,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01E3FS31,%I0.5,0.5,Fuse 24VDC Gateway Electronic Fuses,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.3,%I802.3,802.3,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AE01SH100,%I1.7,1.7,Reset Passivate AE01,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220CWP24SH01,%I720.3,720.3,209220CWP24 Andon call Station 04,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I802.7,%I802.7,802.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209220AS10SH101,%I500.4,500.4,209220AS10 Forced Manual 209220ZMS011,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209000AK01QC1,%I10.3,10.3,Cabinet door summary AK01-AK04 Closed,Bool,Input
P209000AE01-JC5,ET200SP Inputs,I720.7,%I720.7,720.7,Spare,Bool,Input
P209000AE01-JC5,ET200SP Inputs,209230ASH01SX109_1,%I804.1,804.1,209230ASH01 Pushbutton handheld Set,Bool,Input
